clip_id,audio_path,language,is_native,accent_region,age,gender,sentence,speaker_id,duration_sec,sample_rate,augmented,aug_type,rms_energy,zero_crossing_rate,spectral_centroid,spectral_bandwidth,spectral_rolloff,silence_ratio,energy_band_1,energy_band_2,energy_band_3,energy_band_4,energy_band_5,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,delta_mfcc_1_mean,delta_mfcc_2_mean,delta_mfcc_3_mean,delta_mfcc_4_mean,delta_mfcc_5_mean,delta_mfcc_6_mean,delta_mfcc_7_mean,delta_mfcc_8_mean,delta_mfcc_9_mean,delta_mfcc_10_mean,delta_mfcc_11_mean,delta_mfcc_12_mean,delta_mfcc_13_mean,chroma_mean,chroma_std,mel_mean,mel_std,f0_mean,f0_std,voiced_fraction,spectral_contrast_mean,tempo
pl_000049_aug3,accent_dataset_output/audio_augmented/pl_000049_aug3.wav,pl,1,unknown,unknown,unknown,rozległe pola i żyzne oblewa gopło jezioro wiekopomnie sławne zdobią go cieniem ponadbrzeżne drzewa ,6892,10.0,16000,True,degraded_codec,0.180124,0.193864,431.33,623.72,556.0,0.2201,0.457933,0.502957,0.020141,0.009345,0.009624,-96.024,36.8708,55.3541,34.6844,29.7088,16.249,14.4554,17.08,-4.5698,14.8545,-10.9027,12.2822,-8.537,8.7031,-7.9827,9.0978,-8.6384,8.5461,-4.1739,6.5089,-6.809,6.3163,-4.2156,5.4894,0.4266,6.5511,0.2447,0.2563,0.1408,0.0327,-0.0631,-0.1,-0.0575,-0.0396,-0.0102,-0.0077,-0.0245,-0.0193,-0.0097,0.395,0.3474,-36.0128,10.2315,133.76,18.85,0.8275,16.4258,89.29
de_000102_aug3,accent_dataset_output/audio_augmented/de_000102_aug3.wav,de,1,austrian,unknown,unknown,fogg nahm seinen reisesack ließ mrs aouda benachrichtigen und schickte nach einem palankin es war da,10148,10.0,16000,True,degraded_codec,0.119803,0.329527,964.72,1576.1,1373.9,0.1376,0.45838,0.285596,0.140639,0.042233,0.073151,-61.2692,23.5967,19.494,20.071,6.6501,11.1514,1.368,12.616,0.0849,6.5843,-0.8353,6.7246,-2.7801,5.8805,-5.3624,5.731,-4.5338,6.2397,-3.8322,6.0574,-5.9461,5.5713,-4.7988,5.374,-2.9103,4.4344,0.1203,0.1092,0.062,0.0293,0.0155,0.0001,-0.0201,-0.0217,-0.0374,-0.0587,-0.0408,-0.0324,-0.0257,0.4627,0.3486,-30.2622,6.1031,189.35,45.14,0.7476,14.9075,104.17
it_000114_aug2,accent_dataset_output/audio_augmented/it_000114_aug2.wav,it,1,romain,unknown,unknown,mamma mia ed adamantina aspetta figliuola mia disse e levatasi di letto prese il grembiale che il gi,6001,10.0,16000,True,pitch_time_shift,0.090416,0.038219,294.57,288.55,397.3,0.4878,0.675402,0.297851,0.016757,0.009928,6.2e-05,-364.3235,121.228,98.017,62.8564,6.4629,31.1174,37.5577,34.617,3.1908,13.6079,-4.0635,16.1633,7.0587,13.0048,-1.5558,13.2273,-0.2466,11.3559,2.7271,9.9436,-3.9992,9.612,-1.114,9.6581,-3.272,10.4845,0.0832,-0.0214,0.1865,0.0988,-0.0296,0.1412,-0.0417,-0.0455,0.0233,0.0794,0.0115,0.0179,0.0738,0.2957,0.3405,-59.3757,19.98,172.82,53.67,0.7284,21.2577,125.0
de_000067,accent_dataset_output/audio_original/de_000067.wav,de,1,bavarian,unknown,unknown,bald stellte sich heraus wie es sich verhielt die langsam heran kommende locomotive war dieselbe wel,10148,10.0,16000,False,original,0.100004,0.150388,599.23,587.85,875.1,0.4307,0.285058,0.533724,0.15903,0.016012,0.006177,-265.391,127.6525,82.7601,56.6018,2.3738,38.2494,14.2985,30.9871,-11.2358,20.4725,-0.2798,15.723,-8.1632,13.426,-18.5022,14.4747,-4.894,14.7021,-1.339,12.7688,-3.652,10.4149,-3.4756,11.4347,0.7574,10.8014,1.3289,0.3533,-0.2622,-0.1569,-0.141,-0.05,-0.022,-0.1447,-0.0269,-0.0203,-0.0144,-0.0696,-0.0604,0.3482,0.3359,-49.5702,17.776,191.04,49.18,0.8243,18.2585,144.23
de_000127_aug1,accent_dataset_output/audio_augmented/de_000127_aug1.wav,de,0,turkish,unknown,unknown,die reisenden waren höchlich erfreut als sie die maschine wieder an der spitze des zuges sahen um di,10148,10.0,16000,True,noise_ambient,0.105833,0.306346,722.76,1009.77,1061.1,0.2114,0.294512,0.51473,0.138409,0.027176,0.02517,-112.9537,38.5951,29.0847,28.5212,6.7431,17.6208,4.5075,15.8963,-1.9912,8.2347,-5.9846,8.5115,-8.8506,8.7558,-13.0999,10.1734,-8.0613,9.2119,-1.8568,8.4715,-4.8766,6.2069,-5.5447,6.0787,-0.0926,5.0904,0.0395,0.0133,0.005,0.0037,-0.003,-0.015,-0.0209,-0.0162,-0.0043,-0.0103,-0.019,0.0033,0.0347,0.4501,0.351,-37.1055,8.097,186.08,41.87,0.7732,15.6369,156.25
pt_000089_aug2,accent_dataset_output/audio_augmented/pt_000089_aug2.wav,pt,1,porto,unknown,unknown,ih correram atraz de nós não foi mamãe mas nós nos escondemos n'aquclla casa eácura e eu fiquei com ,12249,10.0,16000,True,pitch_time_shift,0.127318,0.184095,725.28,789.29,1183.6,0.4715,0.149133,0.599777,0.186845,0.054967,0.009278,-281.5681,137.8103,30.5082,50.2573,-6.5454,40.5146,10.3895,29.4597,-19.1961,23.4278,-4.5427,16.7029,-4.1016,15.4788,-14.0063,15.9582,-8.7296,12.7852,-4.9824,9.6588,-9.4558,12.8144,-2.0729,14.3747,2.1537,17.4105,0.464,-0.4589,0.177,-0.0815,-0.1964,-0.0039,0.0134,-0.043,-0.0186,-0.0133,-0.0427,0.0185,-0.084,0.3003,0.3271,-55.4958,18.5319,428.71,269.13,0.6965,19.1973,110.29
de_000049_aug3,accent_dataset_output/audio_augmented/de_000049_aug3.wav,de,1,bavarian,unknown,unknown,waren passepartout und seine gefährten bereits handgemein mit ihren hütern und der franzose hatte sc,10148,10.0,16000,True,degraded_codec,0.07748,0.267733,754.98,1137.2,1004.4,0.1556,0.327396,0.496626,0.110624,0.031281,0.034074,-123.761,29.5333,33.901,23.4555,7.1424,16.1121,4.141,13.1983,-1.4701,6.6094,-6.576,7.8798,-9.4643,8.2355,-13.2549,8.5414,-7.9648,9.0294,-1.849,7.745,-4.6379,5.3602,-4.8908,4.9319,0.2062,5.0053,0.2735,0.2098,-0.005,-0.0254,-0.033,-0.0463,-0.0514,-0.0389,0.0001,0.0057,-0.014,-0.0202,0.0024,0.3975,0.342,-31.5578,7.7797,198.54,25.17,0.8594,15.9011,144.23
fr_000101_aug3,accent_dataset_output/audio_augmented/fr_000101_aug3.wav,fr,0,anglophone,unknown,unknown,maître moïse nous a laissé par écrit que si un homme en mourant laisse sa femme sans enfants son frè,10065,10.0,16000,True,degraded_codec,0.12645,0.229895,375.2,412.65,579.4,0.4839,0.561863,0.352853,0.073678,0.01081,0.000797,-202.4915,79.9457,70.2437,59.5818,3.1221,22.1922,13.1739,24.2777,12.9299,18.3162,-3.6785,12.2454,-2.3573,11.7918,-1.467,8.1255,-4.3635,10.0968,-4.161,9.9943,-1.6204,8.105,-1.0963,6.9486,-2.2878,7.2398,0.531,0.3567,0.0363,0.1656,0.1417,-0.0436,-0.1137,-0.0468,-0.0225,-0.0579,-0.0684,-0.0468,-0.0446,0.5105,0.3315,-45.4325,13.3298,110.98,20.76,0.7125,15.8518,187.5
pl_000139,accent_dataset_output/audio_original/pl_000139.wav,pl,1,unknown,unknown,unknown,opór monarsze zawżdy niebezpieczny cnota u dworu mało kiedy święci nie syt lecz mnóstwem chęci zmord,6892,10.0,16000,False,original,0.154708,0.123307,508.84,601.99,643.9,0.3225,0.375967,0.530075,0.059032,0.028874,0.006051,-240.4476,128.759,108.6568,74.876,7.0652,40.3343,45.4891,39.209,-13.7001,22.5647,-18.0616,19.991,-6.5498,17.5911,-10.9031,16.5663,-21.7672,14.6308,4.607,13.3084,-13.8808,11.2366,-7.8555,11.1545,0.9364,9.835,0.9539,0.7644,0.1529,0.1399,-0.0489,-0.077,-0.0022,-0.2185,-0.0856,-0.007,-0.0733,-0.037,0.0333,0.3357,0.3161,-48.6816,20.9936,156.37,41.8,0.6709,19.3942,110.29
pt_000067_aug1,accent_dataset_output/audio_augmented/pt_000067_aug1.wav,pt,0,angolais,unknown,unknown,isso se manteria assim por muitos séculos si a forte e imperiosa sensualidade dos conquistadores não,12249,10.0,16000,True,noise_ambient,0.149406,0.288133,739.37,1029.78,884.7,0.2134,0.297476,0.503994,0.119679,0.053305,0.025545,-102.4007,32.9677,19.6596,25.5921,9.968,16.4709,7.6259,20.6817,-5.9781,15.4783,-5.9418,10.3589,-3.8917,7.4716,-7.2995,10.4586,-8.0083,9.2274,-3.8756,6.1068,-5.1496,6.573,-5.3926,8.7255,-1.2055,6.8107,0.0264,-0.0015,-0.002,-0.0012,-0.0163,-0.0062,-0.007,-0.0164,-0.0186,-0.0002,0.004,-0.0067,-0.0167,0.4182,0.361,-38.5716,7.9629,264.56,85.86,0.754,15.7485,110.29
fr_000026,accent_dataset_output/audio_original/fr_000026.wav,fr,1,paris,unknown,unknown,de sorte que jésus sortant de la bar que vit une grande multitude de peuple et il en eut compassion ,10065,10.0,16000,False,original,0.154993,0.110251,404.08,745.59,467.7,0.3554,0.665504,0.26761,0.03119,0.016543,0.019153,-210.6493,134.4221,90.7826,55.2143,3.566,24.7866,49.7439,30.9983,-4.2289,19.879,15.6318,14.2086,-12.4549,14.6496,1.578,13.9303,0.7613,11.4702,-7.937,12.015,-2.1667,12.5737,-2.8412,8.1533,-5.0387,10.7931,1.309,0.0751,0.0633,-0.0065,-0.1404,0.0861,-0.1663,0.0805,-0.032,0.0201,0.0422,-0.0426,0.015,0.3911,0.321,-47.13,18.5324,119.73,16.81,0.7764,17.6796,117.19
fr_000030,accent_dataset_output/audio_original/fr_000030.wav,fr,1,lyon,unknown,unknown,et à la neuvième heure jésus jeta un grand cri en disant eloi eloi lamma sabachthani f c'est-à-dire ,10065,10.0,16000,False,original,0.122543,0.092632,441.81,681.36,602.3,0.4638,0.557021,0.363038,0.046422,0.021017,0.012501,-300.9787,174.3535,77.829,52.3417,5.3951,28.6543,46.8851,36.3045,-1.4534,18.9934,12.2106,14.0231,-5.2241,18.0423,0.8785,13.0787,3.5749,12.3932,-6.8283,14.1447,0.1024,12.1573,-1.3872,9.1054,-3.5636,9.1427,1.3303,-0.2901,0.1339,0.0045,-0.1371,0.093,-0.1219,0.0286,-0.0708,0.0371,-0.0416,0.0342,0.0155,0.453,0.3289,-53.561,21.4882,112.32,14.6,0.6422,18.2267,50.68
pl_000129,accent_dataset_output/audio_original/pl_000129.wav,pl,1,unknown,unknown,unknown,trawki się krzepią ptactw wrzaski radosne po smutnej zimie wdzięczną głoszą wiosnę lubo wśród pola u,6892,10.0,16000,False,original,0.16193,0.119288,418.38,493.93,556.3,0.2989,0.434752,0.5231,0.021652,0.014876,0.005618,-210.5218,115.6411,107.22,59.314,23.975,30.2634,43.1937,33.8014,-10.9668,21.3001,-23.6341,17.8151,-14.878,15.2369,1.5044,14.705,-15.3406,14.3093,-2.301,12.8582,-11.7805,10.3196,-4.4378,10.5039,-1.379,12.0542,1.4748,0.455,0.0507,0.1585,-0.0184,-0.0095,0.0598,0.0038,-0.0784,-0.0236,-0.0461,-0.0351,-0.0299,0.3409,0.3157,-46.0408,18.7242,150.78,63.17,0.7827,18.8989,170.45
es_000068,accent_dataset_output/audio_original/es_000068.wav,es,1,mexicain,unknown,unknown,prorrumpió silver si nos entretenemos en eso vamos á perder la marea de la mañana yo lo he mandado,8882,10.0,16000,False,original,0.177457,0.206726,1065.11,1625.33,2771.1,0.2427,0.387318,0.359287,0.075785,0.114408,0.063188,-136.6621,130.9167,65.711,74.4905,2.4741,32.0644,18.3991,31.6626,9.7195,19.0044,-20.759,20.9876,7.2148,13.5592,-11.1263,17.1952,1.09,18.2042,-4.7668,14.196,-9.4816,12.5151,2.5195,10.0587,-5.3331,11.0956,0.7634,0.7939,-0.1069,-0.0111,0.019,-0.0825,0.0156,-0.0864,0.0427,0.131,-0.0252,-0.0902,-0.1099,0.3928,0.3065,-39.2211,17.4428,117.57,25.85,0.5272,18.6869,117.19
fr_000075_aug2,accent_dataset_output/audio_augmented/fr_000075_aug2.wav,fr,1,lyon,unknown,unknown,et lorsqu'il semait une partie de la semence tomba le long du chemin et les oiseaux du ciel étant ve,10065,10.0,16000,True,pitch_time_shift,0.284436,0.088388,430.24,773.91,470.4,0.425,0.668294,0.255287,0.017663,0.05259,0.006166,-219.8885,156.1345,98.7539,69.4864,-3.47,23.9275,47.4317,32.8818,6.0951,29.6932,15.6627,17.6939,-2.7105,14.5355,-2.34,13.8771,1.8768,13.0552,4.2916,10.7094,-8.5408,14.0151,2.994,12.6172,-3.5772,9.7664,-0.0282,-0.0346,-0.0253,-0.0221,-0.0239,-0.0225,-0.0167,-0.0136,-0.0166,-0.02,-0.018,-0.0123,-0.0077,0.4363,0.3256,-54.7887,21.1573,98.67,21.3,0.6805,20.0502,234.38
nl_000105_aug2,accent_dataset_output/audio_augmented/nl_000105_aug2.wav,nl,1,unknown,unknown,unknown,terwijl zy de bezoekers elk naar een zetel wees en zich ook zelve nederzette de vierde man die niema,2450,10.0,16000,True,pitch_time_shift,0.092089,0.138007,521.35,577.05,540.0,0.4279,0.251038,0.685957,0.028084,0.02918,0.005741,-280.5474,121.6986,68.1416,61.2711,3.9638,25.235,40.2074,33.0215,-6.7768,18.2001,-7.7618,14.0827,-20.8972,14.3186,-10.3949,10.5835,-10.6938,10.0965,-9.4557,12.4658,-4.6062,7.8603,-0.3027,8.537,-2.8759,7.7257,0.3233,0.1478,-0.0858,0.0304,0.0067,-0.0019,-0.0374,0.0419,0.0139,-0.076,0.0674,-0.0022,-0.001,0.3495,0.3152,-54.4206,17.57,137.57,30.09,0.6773,19.3673,110.29
nl_000095_aug3,accent_dataset_output/audio_augmented/nl_000095_aug3.wav,nl,1,unknown,unknown,unknown,gelukkig redde kievit den heer van wimmenum uit de verlegenheid waarin hy zich bevond mijne heeren z,2450,10.0,16000,True,degraded_codec,0.067993,0.162185,683.31,699.27,1302.4,0.4897,0.096871,0.720043,0.104101,0.072291,0.006694,-312.052,125.0711,83.8012,51.2031,-22.3249,39.3183,54.2412,39.026,-9.3392,22.4912,-8.9967,21.1599,-34.5816,22.0475,-5.1575,16.0735,-3.851,11.3112,-14.9296,11.3569,-4.6913,9.2798,-11.0528,9.947,-3.5196,10.6555,0.3791,0.0878,0.1095,0.1394,-0.0353,-0.0378,-0.1165,0.0152,-0.099,0.0145,-0.0006,0.0548,-0.0199,0.411,0.3055,-54.1687,18.459,128.18,27.76,0.5463,21.3329,133.93
nl_000147_aug3,accent_dataset_output/audio_augmented/nl_000147_aug3.wav,nl,1,unknown,unknown,unknown,gy hebt verkeerd gedaan zeide heenvliet op den toon van gezach die hem eigen was het doel waarmede g,2450,10.0,16000,True,degraded_codec,0.041594,0.306427,618.62,779.15,556.9,0.3225,0.107415,0.798116,0.037235,0.043708,0.013527,-243.9512,47.9935,28.7846,30.8317,9.4896,16.9307,16.2458,16.3795,0.8643,12.9575,-9.5211,15.1654,-12.9569,12.9932,-8.2623,9.6196,-9.2251,8.8639,-7.3907,9.2454,-3.3741,6.5522,-4.2825,5.9915,-3.1656,5.9807,0.0284,0.0048,0.0057,0.0074,-0.0066,-0.013,-0.0043,0.0029,-0.0074,-0.0054,0.001,0.0077,-0.0004,0.5043,0.3267,-42.7357,8.4927,145.93,41.33,0.5272,15.382,144.23
pt_000077_aug3,accent_dataset_output/audio_augmented/pt_000077_aug3.wav,pt,1,porto,unknown,unknown,beijos que foram então arquejantes a grande calma do crepúsculo aquietava lhes como num remanso as p,12249,10.0,16000,True,degraded_codec,0.089339,0.186326,616.64,712.37,905.6,0.4128,0.32718,0.468328,0.164455,0.030082,0.009955,-287.3448,145.7923,45.5657,56.7965,1.2907,35.4289,23.368,31.8929,-13.3339,24.4803,0.0317,17.3635,-8.0505,16.2828,-4.8107,13.1025,-9.902,14.8977,-4.0552,11.8321,-5.9447,11.4234,-7.1997,13.6986,2.7875,10.2462,-0.1646,0.4355,0.018,-0.1165,0.1731,0.096,-0.023,-0.0548,0.0045,-0.0438,-0.0849,-0.0232,-0.0052,0.3285,0.3202,-49.9717,18.5314,223.72,97.5,0.8019,18.2937,133.93
nl_000066_aug3,accent_dataset_output/audio_augmented/nl_000066_aug3.wav,nl,0,unknown,unknown,unknown,ik heb hem tot het aanhouden dier korrespondentie verleid toen hy er reeds geheel van wilde afzien e,2450,10.0,16000,True,degraded_codec,0.055114,0.356077,978.84,1625.09,1314.0,0.1417,0.262559,0.565758,0.042078,0.050164,0.079439,-134.1456,22.133,20.0511,21.8769,13.4309,12.5358,8.4971,9.235,0.4722,7.1033,-3.6458,8.5777,-5.4838,8.0854,-6.1447,7.434,-5.1244,6.9203,-3.3228,5.8313,-2.7293,4.7679,-1.4525,4.0976,-0.5196,3.3702,0.1829,0.1765,0.116,0.0756,0.0572,-0.0053,-0.0251,-0.0205,-0.0509,-0.0642,-0.0408,-0.0106,-0.0062,0.5559,0.3086,-34.5533,5.642,125.18,36.7,0.655,14.3573,170.45
pt_000004,accent_dataset_output/audio_original/pt_000004.wav,pt,0,angolais,unknown,unknown,como vós ella está no desespero consumida de ódio devorada de separações ainda alli se combate a vel,12249,10.0,16000,False,original,0.171922,0.174895,706.95,675.14,952.1,0.3259,0.233495,0.556188,0.157845,0.044641,0.007832,-217.7402,114.6644,56.3759,58.8117,-3.6599,46.955,27.8444,40.4008,-31.0322,36.1926,-7.1406,19.4616,-11.1332,15.1715,-3.7263,15.3917,-9.3251,15.726,-1.3007,10.0236,-3.4064,9.6148,-8.1812,16.1621,3.8653,8.1814,1.2473,0.5052,-0.3022,-0.2277,-0.0797,0.0088,-0.0896,0.0539,-0.0518,0.0281,-0.0134,-0.119,0.0389,0.3097,0.3285,-48.0485,17.767,248.64,146.3,0.8403,20.0615,93.75
nl_000118_aug2,accent_dataset_output/audio_augmented/nl_000118_aug2.wav,nl,0,unknown,unknown,unknown,elke ook de belangrijkste bezigheid ter zijde te stellen en zich tot de ontfangst van den gewenschte,2450,10.0,16000,True,pitch_time_shift,0.073882,0.178454,640.81,588.81,601.4,0.5009,0.052378,0.862083,0.043548,0.035519,0.006472,-313.3404,117.2843,54.7702,49.4151,14.2632,27.5416,20.9158,26.4051,-20.7248,21.9339,-19.2513,16.3007,-16.9226,13.3262,-9.8252,12.0069,-13.9074,10.5895,-4.6323,8.8586,-5.3508,9.1778,4.5529,8.8803,-1.5361,7.6372,0.2938,0.0231,-0.0364,-0.065,-0.0386,-0.0116,-0.0036,0.0282,0.0149,0.0093,-0.0617,-0.0263,-0.0227,0.3544,0.3161,-57.4895,15.9004,222.25,137.66,0.6901,19.9588,170.45
nl_000098,accent_dataset_output/audio_original/nl_000098.wav,nl,1,unknown,unknown,unknown,ziedaar wat nader onderzocht zal moeten worden zeide de witt terwijl van espenblad de papieren in de,2450,10.0,16000,False,original,0.088835,0.15967,505.67,441.33,538.8,0.4728,0.155601,0.786437,0.037768,0.017571,0.002624,-291.9895,117.6884,76.4228,60.9886,1.5602,30.3605,33.2815,27.9233,-9.6949,22.3175,-8.8432,11.7818,-22.0567,12.9946,-12.2275,9.4768,-16.4556,11.5269,-7.2331,10.6407,-6.3087,7.8343,-3.121,8.2482,-2.4748,7.963,1.0996,0.4236,-0.0921,0.2038,-0.0151,-0.1157,-0.1691,0.0496,-0.0568,-0.0706,0.0251,-0.0279,0.034,0.3701,0.3127,-54.8197,16.7144,134.31,33.27,0.6326,17.8563,170.45
nl_000030_aug2,accent_dataset_output/audio_augmented/nl_000030_aug2.wav,nl,0,unknown,unknown,unknown,wel had hy eenige snuisteryen kunnen by elkander brengen en verkoopen of beleenen doch al wat eenige,2450,10.0,16000,True,pitch_time_shift,0.152714,0.119423,505.57,458.65,503.9,0.4511,0.103447,0.844595,0.030066,0.017596,0.004295,-229.1175,121.5307,76.6433,46.88,4.0873,25.7007,27.6027,27.8951,-9.9013,25.0021,-6.1216,15.2714,-27.4152,17.5271,-10.9156,9.8139,-15.3924,11.0562,-6.6297,10.6241,-1.7251,8.6793,-10.1418,7.7358,-3.6255,8.3115,-0.2156,0.0242,0.1104,-0.0501,0.0446,-0.0081,0.0717,0.0213,-0.0302,0.0281,-0.0215,0.011,-0.0484,0.3404,0.3116,-54.9879,16.7305,169.73,78.44,0.6709,20.8853,208.33
es_000117_aug2,accent_dataset_output/audio_augmented/es_000117_aug2.wav,es,1,argentin,unknown,unknown,sr trelawney cuando el tal secreto ha sido confiado al loro al loro de silver preguntó el caballero ,8882,10.0,16000,True,pitch_time_shift,0.162285,0.107888,603.74,1042.4,834.0,0.3911,0.459318,0.352652,0.153982,0.012721,0.021327,-227.756,151.2804,100.6207,59.0131,12.2398,30.9726,4.2386,30.8592,-2.8116,19.4812,-6.0435,19.0471,9.1045,14.5903,-20.3802,18.9978,2.6453,13.4533,-4.03,12.1628,2.4541,13.7726,-11.5138,11.3213,-10.9714,11.2232,0.7154,0.4371,-0.3182,0.093,-0.0839,0.0334,0.0642,-0.0956,0.1096,-0.0776,-0.0309,-0.0595,-0.0196,0.3314,0.3151,-49.0968,20.5556,133.12,36.07,0.7029,20.648,104.17
fr_000124,accent_dataset_output/audio_original/fr_000124.wav,fr,1,marseille,unknown,unknown,et ensuite l'ayant conduit jusqu'au lieu appelé golgotha c'est-à-dire le lieu du calvaire ils lui do,10065,10.0,16000,False,original,0.133204,0.094019,467.59,754.79,571.8,0.4014,0.56538,0.349429,0.034933,0.041849,0.008409,-266.0214,163.5858,96.3098,58.2541,-2.8035,28.7982,51.847,38.1384,-3.4848,22.3195,15.6966,13.3648,-8.1558,16.053,-5.2964,17.0787,3.277,10.9803,-10.7944,15.1606,-2.1036,14.2205,2.0416,6.9253,-7.0788,10.6968,1.2473,0.2154,-0.0601,0.2949,0.0023,-0.0571,-0.1155,-0.0121,-0.0641,-0.1469,-0.0459,0.0146,-0.0373,0.4279,0.3319,-48.1214,20.9156,114.41,16.92,0.6933,18.2222,117.19
de_000105_aug3,accent_dataset_output/audio_augmented/de_000105_aug3.wav,de,1,bavarian,unknown,unknown,hier hielten die beiden gewaltigen locomotiven mit den neun waggons der eingeladenen worunter der vi,10148,10.0,16000,True,degraded_codec,0.071034,0.117954,498.41,513.02,620.2,0.3455,0.418542,0.466372,0.094448,0.017549,0.00309,-293.1554,114.6822,100.6513,45.2737,-5.3401,36.9514,44.2633,34.2468,-21.2217,21.7992,8.9658,17.0937,-10.5997,15.8541,-20.5376,13.9791,-16.5299,17.1986,4.3885,12.4134,-1.298,9.5502,-9.7962,11.735,6.055,9.5323,0.9048,0.1765,-0.0204,0.1675,-0.1055,0.0171,-0.1937,-0.0585,-0.1373,-0.0506,-0.0244,-0.0487,0.0212,0.3187,0.3344,-47.0079,18.5027,187.47,35.31,0.8435,20.6171,125.0
es_000143_aug1,accent_dataset_output/audio_augmented/es_000143_aug1.wav,es,1,argentin,unknown,unknown,cogió el cabo de la amarra que yo le arrojé lo sujetó arriba y comenzamos á hacer ya un cargamento d,8882,10.0,16000,True,noise_ambient,0.09005,0.13452,629.56,928.46,830.7,0.2954,0.348794,0.488051,0.106711,0.041897,0.014547,-237.1599,110.3202,115.8191,49.2672,-10.6086,40.2772,12.3716,30.2592,-1.0485,24.9023,-29.3967,21.1334,1.9863,16.0691,-18.648,16.3868,-14.8272,12.5128,-16.904,15.681,-15.0821,13.0165,10.4448,12.3213,-22.947,14.6059,0.8967,0.0675,-0.1173,0.2329,0.0419,-0.1786,-0.0161,-0.0081,-0.0503,-0.043,-0.0283,0.0426,-0.0019,0.3752,0.3088,-41.1284,18.3566,119.79,19.34,0.6358,22.7235,110.29
it_000038_aug3,accent_dataset_output/audio_augmented/it_000038_aug3.wav,it,1,napolitain,unknown,unknown,e già consumate le gioie danari e tesori datigli da amorevole padre fuor che fatato cavallo finalmen,6001,10.0,16000,True,degraded_codec,0.064215,0.156767,877.05,1431.8,1083.8,0.3445,0.38576,0.349788,0.204202,0.009547,0.050703,-288.8613,137.882,76.0462,47.901,11.977,37.3265,2.9387,33.9321,5.1277,16.6775,-4.7937,15.9327,-3.6868,15.4855,-8.7737,12.6125,-6.7394,10.7878,4.1287,11.4059,-15.7813,13.6593,3.8864,8.5524,-13.2251,11.6237,1.4406,0.1065,0.3261,0.2641,-0.102,-0.0514,-0.0809,-0.0929,-0.1073,-0.0123,-0.0836,-0.017,-0.1199,0.3309,0.3295,-45.273,18.3412,207.05,38.47,0.8275,22.7103,104.17
es_000016_aug1,accent_dataset_output/audio_augmented/es_000016_aug1.wav,es,0,anglophone,unknown,unknown,al tomar la carta que le alargaba el capitán pero en el instante mismo en que sus ojos cayeron sobre,8882,10.0,16000,True,noise_ambient,0.165071,0.190626,375.59,999.3,305.3,0.2349,0.84125,0.10032,0.026667,0.009192,0.02257,-122.0595,44.9265,55.7686,37.376,29.0177,20.8487,15.0828,20.1935,13.3785,11.8178,5.1188,10.5612,7.0869,8.9327,-1.1271,9.9967,-3.223,10.5417,-2.3867,8.5342,-2.1173,7.2031,-5.6828,7.5988,-10.4164,7.6944,0.1874,0.1929,0.1473,0.1288,0.0763,0.0683,0.0652,0.0153,-0.0224,-0.0289,-0.0573,-0.0668,-0.0475,0.4502,0.3257,-40.4968,10.1755,110.23,23.76,0.8498,16.0559,98.68
it_000001_aug1,accent_dataset_output/audio_augmented/it_000001_aug1.wav,it,1,napolitain,unknown,unknown,la buona femina che era fuggita il tutto vedeva e molto suspesa restava e parevale un ora mille anni,6001,10.0,16000,True,noise_ambient,0.061241,0.255502,446.15,852.24,455.7,0.2121,0.644362,0.282409,0.03958,0.016157,0.017491,-188.2006,25.3048,28.7954,23.1387,17.2291,13.6273,12.0836,13.4287,2.5633,8.2727,-1.007,8.4844,0.1966,6.1286,-2.5344,8.1876,-2.6722,7.9257,-1.2856,6.2583,-3.2617,7.0755,-3.0388,5.8362,-1.6127,5.0207,0.2165,0.1833,0.0719,0.0388,-0.0248,-0.0587,-0.0392,-0.025,-0.0356,-0.0465,-0.0228,-0.0383,-0.039,0.4454,0.375,-39.5158,7.3919,199.02,60.21,0.738,15.4633,78.12
nl_000062_aug2,accent_dataset_output/audio_augmented/nl_000062_aug2.wav,nl,1,unknown,unknown,unknown,toch voor de ridderschap zitting in de staten en nog beter dan aan my moet u de deduktie van zeeland,2450,10.0,16000,True,pitch_time_shift,0.071766,0.165939,531.42,723.84,560.7,0.4818,0.343867,0.590152,0.022617,0.028163,0.015201,-311.269,138.3397,66.0529,56.2621,9.5548,26.6485,30.4444,28.4092,-8.3911,16.1714,-15.5146,16.7274,-19.7128,13.9754,-4.924,12.6653,-10.8236,10.7359,-4.3406,11.6778,-1.2371,10.87,-6.264,9.2575,2.9434,7.542,-0.2701,-0.097,0.1671,0.1085,0.031,0.0871,0.104,-0.0459,-0.0744,-0.0516,0.0739,0.0298,-0.0227,0.37,0.3092,-52.1787,17.5809,159.19,37.23,0.7508,20.0949,125.0
